date,status,appeal,address,ward
08/14/18,DENIED,BOA-828021,51-53 Heath Street,Ward 10
08/14/18,DENIED,BOA-670800,1 Newcomb Street,Ward 8
08/14/18,DENIED,BOA-812233,15-17 Swallow Street,Ward 6
08/14/18,DENIED,BOA-670804,1902A-1904 Washington Street,Ward 8
08/14/18,DENIED,BOA-670797,1900 Washington Street,Ward 8
07/31/18,APPROVED,BOA-821198,25 Alaric Street,Ward 20
07/31/18,APPROVED,BOA-827009,111 B Street,Ward 6
07/31/18,APPROVED,BOA-814983,36 Brookford Street,Ward 13
07/31/18,APPROVED,BOA-680615,10 Bond Street,Ward 3
07/31/18,APPROVED,BOA-817843,165 Boylston Street,Ward 11
07/31/18,APPROVED,BOA-843335,42 Chestnut Street,Ward 5
07/31/18,APPROVED,BOA-822182,300-300C Centre Street,Ward 10
07/31/18,APPROVED,BOA-826885,60 Chappie Street,Ward 2
07/31/18,APPROVED,BOA-826886,60 Chappie Street,Ward 2
07/31/18,APPROVED,BOA-821990,83 Dakota Street,Ward 17
07/31/18,APPROVED,BOA-822711,719-721 East Second Street,Ward 6
07/31/18,APPROVED,BOA-806508,69-71 Fayston Street,Ward 14
07/31/18,APPROVED,BOA-824726,41 Glide Street,Ward 16
07/31/18,APPROVED,BOA-803716,241-243 Gallivan BlVD,Ward 17
07/31/18,APPROVED,BOA-813877,441-445 Hanover Street,Ward 3
07/31/18,APPROVED,BOA-802831,114 Hampden Street,Ward 8
07/31/18,APPROVED,BOA-794978,6 Hull Street,Ward 3
07/31/18,APPROVED,BOA-708918,32 Hartwell Street,Ward 12
07/31/18,APPROVED,BOA-708914,34 Hartwell Street,Ward 12
07/31/18,APPROVED,BOA-801566,24-44 Kneeland Street,Ward 3
07/31/18,APPROVED,BOA-670801,1 Lenox Street,Ward 8
07/31/18,APPROVED,BOA-826884,486-490 Medford Street,Ward 2
07/31/18,APPROVED,BOA-831277,235 Main Street,Ward 2
07/31/18,APPROVED,BOA-822096,3 Mendum Street,Ward 20
07/31/18,APPROVED,BOA-835354,1 Nashua Street,Ward 3
07/31/18,APPROVED,BOA-670783,1 Newcomb Street,Ward 8
07/31/18,APPROVED,BOA-830909,61 Newburg Street,Ward 20
07/31/18,APPROVED,BOA-670788,11 Newcomb Street,Ward 8
07/31/18,APPROVED,BOA-804162,35 Nazing Street,Ward 12
07/31/18,APPROVED,BOA-802569,43 Pleasant Street,Ward 2
07/31/18,APPROVED,BOA-828722,3 Pond Street,Ward 18
07/31/18,APPROVED,BOA-799949,183 Savannah Avenue,Ward 18
07/31/18,APPROVED,BOA-833370,112-120 Savin Hill Avenue,Ward 13
07/31/18,APPROVED,BOA-836113,40 Sullivan Street,Ward 2
07/31/18,APPROVED,BOA-799951,185-187 Savannah Avenue,Ward 18
07/31/18,APPROVED,BOA-670804,1902A-1904 Washington Street,Ward 8
07/31/18,APPROVED,BOA-812644,86 Woodrow Avenue,Ward 14
07/31/18,APPROVED,BOA-812643,82 Woodrow Avenue,Ward 14
07/31/18,APPROVED,BOA-790909,15 Whitford Street,Ward 18
07/31/18,APPROVED,BOA-812645,97 Woodrow Avenue,Ward 14
07/31/18,APPROVED,BOA-834289,91 Westland Avenue,Ward 4
07/31/18,APPROVED,BOA-670797,1900 Washington Street,Ward 8
07/31/18,DENIED,BOA-735236,75 G Street,Ward 7
07/31/18,DENIED,BOA-822710,719-721 East Second Street,Ward 6
07/10/18,APPROVED,BOA-805989,471-473 Albany Street,Ward 3
07/10/18,APPROVED,BOA-814001,372 Adams Street,Ward 16
07/10/18,APPROVED,BOA-810564,100 Ashmont Street,Ward 17
07/10/18,APPROVED,BOA-754385,18 Bexley Road,Ward 19
07/10/18,APPROVED,BOA-821215,53 Bailey Street,Ward 17
07/10/18,APPROVED,BOA-736971,53R Bailey Street,Ward 17
07/10/18,APPROVED,BOA-818501,119 Belgrade Avenue,Ward 20
07/10/18,APPROVED,BOA-579100,931 Bennington Street,Ward 1
07/10/18,APPROVED,BOA-789187,80 Braintree Street,Ward 22
07/10/18,APPROVED,BOA-816929,227-227A Bunker Hill Street,Ward 2
07/10/18,APPROVED,BOA-826880,75 Beacon Street,Ward 5
07/10/18,APPROVED,BOA-773964,145 Corey Street,Ward 20
07/10/18,APPROVED,BOA-820974,29 Commonwealth Avenue,Ward 5
07/10/18,APPROVED,BOA-784513,1 Elm Street,Ward 16
07/10/18,APPROVED,BOA-784528,3 Elm Street,Ward 16
07/10/18,APPROVED,BOA-834570,550 East Seventh Street,Ward 7
07/10/18,APPROVED,BOA-806830,104 F Street,Ward 6
07/10/18,APPROVED,BOA-807998,141-143 Glenway Street,Ward 14
07/10/18,APPROVED,BOA-817804,1045 Hyde Park Avenue,Ward 18
07/10/18,APPROVED,BOA-807044,12 Lorne Street,Ward 14
07/10/18,APPROVED,BOA-807046,14 Lorne Street,Ward 14
07/10/18,APPROVED,BOA-825478,177 Maverick Street,Ward 1
07/10/18,APPROVED,BOA-825475,175 Maverick Street,Ward 1
07/10/18,APPROVED,BOA-825473,173-177 Maverick Street,Ward 1
07/10/18,APPROVED,BOA-728896,51-55 Neponset Avenue,Ward 16
07/10/18,APPROVED,BOA-804783,53 Quint Avenue,Ward 21
07/10/18,APPROVED,BOA-789186,40 Rugg Road,Ward 22
07/10/18,APPROVED,BOA-810537,125 Sumner Street,Ward 1
07/10/18,APPROVED,BOA-810536,133 Sumner Street,Ward 1
07/10/18,APPROVED,BOA-814954,374 Silver Street,Ward 6
07/10/18,APPROVED,BOA-821741,15 Snow Hill Street,Ward 3
07/10/18,APPROVED,BOA-746305,4-8 Tileston Street,Ward 18
07/10/18,APPROVED,BOA-448233,11 Virginia Street,Ward 13
07/10/18,APPROVED,BOA-800241,4014 Washington Street,Ward 19
07/10/18,APPROVED,BOA-800239,4014 Washington Street,Ward 19
07/10/18,APPROVED,BOA-812804,43 Wachusett Street,Ward 18
07/10/18,APPROVED,BOA-803885,24 Westminster Avenue,Ward 11
07/10/18,APPROVED,BOA-807055,113 Wheatland Avenue,Ward 17
07/10/18,APPROVED,BOA-807056,115 Wheatland Avenue,Ward 17
07/10/18,APPROVED,BOA-794165,1948-1950 Washington Street,Ward 8
06/26/18,APPROVED,BOA-772616,6 Berry Street,Ward 16
06/26/18,APPROVED,BOA-814946,67 Burton Street,Ward 22
06/26/18,APPROVED,BOA-809349,1-9 Bronsdon Street,Ward 22
06/26/18,APPROVED,BOA-786499,6-8 Cheriton Road,Ward 20
06/26/18,APPROVED,BOA-821035,34 Colgate Road,Ward 19
06/26/18,APPROVED,BOA-802872,9 Cook Street Court,Ward 2
06/26/18,APPROVED,BOA-787215,40 Crawford Street,Ward 12
06/26/18,APPROVED,BOA-824678,301-303 Corey Street,Ward 20
06/26/18,APPROVED,BOA-802880,790 East Sixth Street,Ward 6
06/26/18,APPROVED,BOA-788830,719A-719 East Fifth Street,Ward 6
06/26/18,APPROVED,BOA-749878,76 Easton Street,Ward 22
06/26/18,APPROVED,BOA-808994,34 Green Street,Ward 2
06/26/18,APPROVED,BOA-796353,29 Goldsmith Street,Ward 19
06/26/18,APPROVED,BOA-823130,226 Harvard Avenue,Ward 21
06/26/18,APPROVED,BOA-774050,32 Howard Avenue,Ward 13
06/26/18,APPROVED,BOA-827845,38-42 Hyde Park Avenue,Ward 19
06/26/18,APPROVED,BOA-827023,33 Lawley Street,Ward 16
06/26/18,APPROVED,BOA-790727,59 Lonsdale Street,Ward 16
06/26/18,APPROVED,BOA-725789,287-293 Maverick Street,Ward 1
06/26/18,APPROVED,BOA-814496,72 Montgomery Street,Ward 4
06/26/18,APPROVED,BOA-784939,41 Mont Everett Street,Ward 15
06/26/18,APPROVED,BOA-807547,211 Roslindale Avenue,Ward 20
06/26/18,APPROVED,BOA-819905,160 Russett Road,Ward 20
06/26/18,APPROVED,BOA-745475,128 Selwyn Street,Ward 20
06/26/18,APPROVED,BOA-836779,638 South Street,Ward 19
06/26/18,APPROVED,BOA-802862,29 Sagamore Street,Ward 13
06/26/18,APPROVED,BOA-826891,140-150 Shirley Street,Ward 8
06/26/18,APPROVED,BOA-817264,33-39 South Huntington Avenue,Ward 10
06/26/18,APPROVED,BOA-795237,184 Tudor Street,Ward 6
06/26/18,APPROVED,BOA-814666,428-430 West Broadway,Ward 6
06/26/18,APPROVED,BOA-814696,48 West Tremlett Street,Ward 17
06/26/18,APPROVED,BOA-816428,182 West Seventh Street,Ward 6
06/26/18,APPROVED,BOA-814697,50 West Tremlett Street,Ward 17
06/26/18,APPROVED,BOA-812967,3215 Washington Street,Ward 11
06/26/18,DENIED,BOA-778326,8 Deady's Lane,Ward 7
06/26/18,DENIED,BOA-768730,844-846 East Third Street,Ward 6
06/26/18,DENIED,BOA-766691,222 Harvard Street,Ward 14
06/26/18,DENIED,BOA-833291,279-281 Hanover Street,Ward 3
06/26/18,DENIED,BOA-777129,71 Sanford Street,Ward 17
06/26/18,DENIED,BOA-777126,67-69 Sanford Street,Ward 17
06/26/18,DENIED,BOA-777136,67-69 Sanford Street,Ward 17
06/26/18,DENIED,BOA-777122,67-69 Sanford Street,Ward 17
06/26/18,DENIED,BOA-800766,170 West Ninth Street,Ward 7
06/12/18,APPROVED,BOA-787764,7 Abbotsford Street,Ward 12
06/12/18,APPROVED,BOA-801305,91 Bloomfield Street,Ward 17
06/12/18,APPROVED,BOA-802209,100 Boardman Street,Ward 1
06/12/18,APPROVED,BOA-811447,120 Bolton Street,Ward 6
06/12/18,APPROVED,BOA-820987,175 Beacon Street,Ward 5
06/12/18,APPROVED,BOA-806243,23-25 Bowdoin Avenue,Ward 14
06/12/18,APPROVED,BOA-765128,1014-1026A Blue Hill Avenue,Ward 14
06/12/18,APPROVED,BOA-820340,233 Beacon Street,Ward 5
06/12/18,APPROVED,BOA-812917,535-541 Boylston Street,Ward 5
06/12/18,APPROVED,BOA-812921,535-541 Boylson Street,Ward 5
06/12/18,APPROVED,BOA-794304,12 Cedar Street,Ward 2
06/12/18,APPROVED,BOA-812908,537A-537 Columbus Avenue,Ward 4
06/12/18,APPROVED,BOA-812913,537A-537 Columbus Avenue,Ward 4
06/12/18,APPROVED,BOA-793533,49 Copeland Street,Ward 12
06/12/18,APPROVED,BOA-786649,35 Cushing Avenue,Ward 13
06/12/18,APPROVED,BOA-815268,94 Chestnut Street,Ward 5
06/12/18,APPROVED,BOA-788469,6-8 Claridge Terrace,Ward 17
06/12/18,APPROVED,BOA-794923,288 Chelsea Street,Ward 1
06/12/18,APPROVED,BOA-817163,110 Elm Street,Ward 2
06/12/18,APPROVED,BOA-791989,658 East Seventh Street,Ward 6
06/12/18,APPROVED,BOA-799590,27-29 Everett Street,Ward 22
06/12/18,APPROVED,BOA-812301,286 Fairmount Avenue,Ward 18
06/12/18,APPROVED,BOA-782775,28 F Street,Ward 6
06/12/18,APPROVED,BOA-812321,27 Fossdale Road,Ward 16
06/12/18,APPROVED,BOA-794792,92 G Street,Ward 7
06/12/18,APPROVED,BOA-801067,5 Glenellen Road,Ward 20
06/12/18,APPROVED,BOA-818470,85-93 Glenville Avenue,Ward 21
06/12/18,APPROVED,BOA-803429,9 Hill Street,Ward 2
06/12/18,APPROVED,BOA-685921,8-10 Loring Place,Ward 18
06/12/18,APPROVED,BOA-796542,179 London Street,Ward 1
06/12/18,APPROVED,BOA-803912,29 Minot Street,Ward 16
06/12/18,APPROVED,BOA-799594,443 Marlborough Street,Ward 5
06/12/18,APPROVED,BOA-786687,159-165 M Street,Ward 6
06/12/18,APPROVED,BOA-604337,279 Marlborough Street,Ward 5
06/12/18,APPROVED,BOA-796341,63-65 Moreland Street,Ward 12
06/12/18,APPROVED,BOA-789872,144-146 Maverick Street,Ward 1
06/12/18,APPROVED,BOA-809927,240A Newbury Street,Ward 5
06/12/18,APPROVED,BOA-811625,250 Newbury Street,Ward 5
06/12/18,APPROVED,BOA-732946,38 P Street,Ward 6
06/12/18,APPROVED,BOA-794303,32 Pleasant Street,Ward 2
06/12/18,APPROVED,BOA-762227,34 Roseway Street,Ward 19
06/12/18,APPROVED,BOA-795620,131 Saint Botolph Street,Ward 4
06/12/18,APPROVED,BOA-796631,341-343 Savin Hill Avenue,Ward 13
06/12/18,APPROVED,BOA-825856,32 Tennyson Street,Ward 20
06/12/18,APPROVED,BOA-812430,30-50 Terminal Street,Ward 2
06/12/18,APPROVED,BOA-813950,45 Vogel Street,Ward 20
06/12/18,APPROVED,BOA-811732,300 Western Avenue,Ward 22
06/12/18,APPROVED,BOA-757560,27-31 Woodford Street,Ward 13
06/12/18,APPROVED,BOA-814977,72 Washington Street,Ward 2
06/12/18,DENIED,BOA-754021,13 Concord Square,Ward 4
06/12/18,DENIED,BOA-719810,874 East Sixth,Ward 6
06/12/18,DENIED,BOA-757150,312-320 Huntington Avenue,Ward 4
06/12/18,DENIED,BOA-783652,740 Saratoga Street,Ward 1
05/22/18,APPROVED,BOA-807032,21 Angell Street,Ward 14
05/22/18,APPROVED,BOA-807036,22 Angell Street,Ward 14
05/22/18,APPROVED,BOA-807038,28 Angell Street,Ward 14
05/22/18,APPROVED,BOA-807040,37 Angell Street,Ward 14
05/22/18,APPROVED,BOA-807041,39 Angell Street,Ward 14
05/22/18,APPROVED,BOA-513002,1271-1275 Boylston Street,Ward 5
05/22/18,APPROVED,BOA-794791,1225 Bennington Street,Ward 1
05/22/18,APPROVED,BOA-696981,317 Belgrade Avenue,Ward 20
05/22/18,APPROVED,BOA-747118,287 Chestnut Avenue,Ward 19
05/22/18,APPROVED,BOA-804139,12 Dry Dock Avenue,Ward 6
05/22/18,APPROVED,BOA-788239,20 Dwight Street,Ward 3
05/22/18,APPROVED,BOA-800778,120 Everett Street,Ward 1
05/22/18,APPROVED,BOA-772648,46 Hichborn Street,Ward 22
05/22/18,APPROVED,BOA-775884,22-24 High View Avenue,Ward 20
05/22/18,APPROVED,BOA-710259,51 Lawley Street,Ward 17
05/22/18,APPROVED,BOA-759537,180 Norfolk Street,Ward 8
05/22/18,APPROVED,BOA-807049,240 Norwell Street,Ward 17
05/22/18,APPROVED,BOA-807053,242 Norwell Street,Ward 17
05/22/18,APPROVED,BOA-795964,44 Orchardfield Street,Ward 15
05/22/18,APPROVED,BOA-798414,7 Rowell Street,Ward 13
05/22/18,APPROVED,BOA-773836,6 Saint James Street,Ward 12
05/22/18,APPROVED,BOA-800771,11 Sawyer Terrace,Ward 21
05/22/18,APPROVED,BOA-775545,512-514 Saratoga Street,Ward 1
05/22/18,APPROVED,BOA-807054,76 Spencer Street,Ward 17
05/22/18,APPROVED,BOA-805881,80 Terrace Street,Ward 10
05/22/18,APPROVED,BOA-746997,1002-1004 Tremont Street,Ward 9
05/22/18,APPROVED,BOA-786030,15 Woodbine Street,Ward 12
05/22/18,APPROVED,BOA-784510,6 Woodbine Street,Ward 12
05/22/18,APPROVED,BOA-798584,228 Webster Street,Ward 1
05/22/18,APPROVED,BOA-810061,43-45 Waverly Street,Ward 12
05/22/18,APPROVED,BOA-681219,19 Walley Street,Ward 1
05/22/18,DENIED,BOA-787985,12 Carson Street,Ward 13
05/22/18,DENIED,BOA-787986,12 Carson Street,Ward 13
05/22/18,DENIED,BOA-554620,77R William T Morrissey Blvd,Ward 13
05/22/18,DENIED,BOA-741372,174 Fisher Avenue,Ward 10
05/08/18,APPROVED,BOA-793536,11R Alban Street,Ward 17
05/08/18,APPROVED,BOA-790619,8 Adams Street,Ward 2
05/08/18,APPROVED,BOA-790614,8 Adams Street,Ward 2
05/08/18,APPROVED,BOA-795414,64 Alpine Street,Ward 12
05/08/18,APPROVED,BOA-799089,2-16 Belgrade Avenue,Ward 20
05/08/18,APPROVED,BOA-792293,1470-1474 Commonwealth Avenue,Ward 21
05/08/18,APPROVED,BOA-794261,60 Catherine Street,Ward 19
05/08/18,APPROVED,BOA-720063,81 Chestnut Hill Avenue,Ward 21
05/08/18,APPROVED,BOA-772658,599 Cambridge Street,Ward 21
05/08/18,APPROVED,BOA-765856,46 Clarendon Street,Ward 4
05/08/18,APPROVED,BOA-768036,309 Chelsea Street,Ward 1
05/08/18,APPROVED,BOA-815003,156 Church Street,Ward 20
05/08/18,APPROVED,BOA-803394,246-248 Dorchester Avenue,Ward 6
05/08/18,APPROVED,BOA-799148,951-959A Dorchester Avenue,Ward 13
05/08/18,APPROVED,BOA-801443,772 East Sixth Street,Ward 6
05/08/18,APPROVED,BOA-790002,104 Faywood Avenue,Ward 1
05/08/18,APPROVED,BOA-801461,36 Hall Street,Ward 11
05/08/18,APPROVED,BOA-808179,197-203 Humboldt Avenue,Ward 12
05/08/18,APPROVED,BOA-777414,104 Hazleton Street,Ward 14
05/08/18,APPROVED,BOA-796650,160 K Street,Ward 6
05/08/18,APPROVED,BOA-772697,103-105 Kenrick Street,Ward 22
05/08/18,APPROVED,BOA-800370,187 London Street,Ward 1
05/08/18,APPROVED,BOA-755659,58 Lake Street,Ward 22
05/08/18,APPROVED,BOA-788704,164 Leyden Street,Ward 1
05/08/18,APPROVED,BOA-796118,375 Maverick Street,Ward 1
05/08/18,APPROVED,BOA-802782,36 Monmouth Street,Ward 1
05/08/18,APPROVED,BOA-806800,136 Neponset Avenue,Ward 16
05/08/18,APPROVED,BOA-794930,33 Robinson Street,Ward 15
05/08/18,APPROVED,BOA-784861,21 Rutland Square,Ward 4
05/08/18,APPROVED,BOA-784860,21 Rutland Square,Ward 4
05/08/18,APPROVED,BOA-803413,80 Saint Stephen Street,Ward 4
05/08/18,APPROVED,BOA-785625,41 Tolman Street,Ward 16
05/08/18,APPROVED,BOA-807091,13 Thompson Street,Ward 18
05/08/18,APPROVED,BOA-806799,11-15 Tilesboro Street,Ward 16
05/08/18,APPROVED,BOA-813658,76 White Street,Ward 1
05/08/18,APPROVED,BOA-795624,5251 Washington Street,Ward 20
05/08/18,APPROVED,BOA-768729,79-89 West Broadway,Ward 6
05/08/18,DENIED,BOA-792294,1470-1474 Commonwealth Avenue,Ward 21
05/08/18,DENIED,BOA-684107,1432-1440 Commonwealth Avenue,Ward 21
05/08/18,DENIED,BOA-767529,190 Magnolia Street,Ward 14
04/24/18,APPROVED,BOA-797480,70 West Cedar Street,Ward 5
04/24/18,APPROVED,BOA-796309,334 Bunker Hill Street,Ward 2
04/24/18,APPROVED,BOA-738449,57 Chaucer Street,Ward 1
04/24/18,APPROVED,BOA-738454,55 Chaucer Street,Ward 1
04/24/18,APPROVED,BOA-782338,73-73A Cummins Highway,Ward 19
04/24/18,APPROVED,BOA-782342,73-73A Cummins Highway,Ward 19
04/24/18,APPROVED,BOA-793904,4 Coppersmith Way,Ward 1
04/24/18,APPROVED,BOA-793907,346 Chelsea Street,Ward 1
04/24/18,APPROVED,BOA-793908,384 Chelsea Street,Ward 1
04/24/18,APPROVED,BOA-793898,1486 Columbia Road,Ward 7
04/24/18,APPROVED,BOA-799865,1837-1841 Dorchester Avenue,Ward 16
04/24/18,APPROVED,BOA-794452,245-249 E Street,Ward 6
04/24/18,APPROVED,BOA-800115,3 Emmet Street,Ward 6
04/24/18,APPROVED,BOA-768738,21 Everett Avenue,Ward 13
04/24/18,APPROVED,BOA-768736,19 Everett Avenue,Ward 13
04/24/18,APPROVED,BOA-799540,16 Everett Street,Ward 19
04/24/18,APPROVED,BOA-754988,57 Gerrish Street,Ward 22
04/24/18,APPROVED,BOA-798376,5 Hill Street,Ward 2
04/24/18,APPROVED,BOA-802088,16-22 Haviland Street,Ward 4
04/24/18,APPROVED,BOA-799150,37 Iroquois Street,Ward 10
04/24/18,APPROVED,BOA-799149,37 Iroquois Street,Ward 10
04/24/18,APPROVED,BOA-778523,548 Lagrange Street,Ward 20
04/24/18,APPROVED,BOA-806606,106-108 Maverick Street,Ward 1
04/24/18,APPROVED,BOA-787613,18 Marbury Terrace,Ward 11
04/24/18,APPROVED,BOA-795833,205-207 Newbury Street,Ward 5
04/24/18,APPROVED,BOA-791578,29 Oriole Street,Ward 20
04/24/18,APPROVED,BOA-783103,24 Roseclair Street,Ward 7
04/24/18,APPROVED,BOA-805934,3 Snelling Place,Ward 3
04/24/18,APPROVED,BOA-805933,3 Snelling Place,Ward 3
04/24/18,APPROVED,BOA-802344,749-755 South Street,Ward 20
04/24/18,APPROVED,BOA-795132,23 Tompson Street,Ward 18
04/24/18,APPROVED,BOA-753496,37-39 Thetford Avenue,Ward 17
04/24/18,APPROVED,BOA-776842,36 Wyvern Street,Ward 19
04/24/18,APPROVED,BOA-794377,201 West Eighth Street,Ward 7
04/24/18,APPROVED,BOA-805229,65 Westmoreland Street,Ward 16
04/24/18,DENIED,BOA-760318,106 Academy Hill Road,Ward 21
04/24/18,DENIED,BOA-786254,662 East Fifth Street,Ward 6
04/24/18,DENIED,BOA-777065,64 Lincoln Street,Ward 22
04/24/18,DENIED,BOA-794040,69 North Beacon Street,Ward 22
04/24/18,DENIED,BOA-753495,37-39 Thetford Avenue,Ward 17
04/10/18,APPROVED,BOA-798424,29 Asheville Road,Ward 18
04/10/18,APPROVED,BOA-797520,31A Belmont Street,Ward 2
04/10/18,APPROVED,BOA-797522,31 Belmont Street,Ward 2
04/10/18,APPROVED,BOA-790485,71 Border Street,Ward 1
04/10/18,APPROVED,BOA-769079,90-90D Bigelow Street,Ward 22
04/10/18,APPROVED,BOA-725224,37 Bowdoin Street,Ward 3
04/10/18,APPROVED,BOA-787466,85 Cambridge Street,Ward 2
04/10/18,APPROVED,BOA-789425,331 Chelsea Street,Ward 1
04/10/18,APPROVED,BOA-782247,61 Cliftondale Street,Ward 18
04/10/18,APPROVED,BOA-794575,13 Cleveland Street,Ward 18
04/10/18,APPROVED,BOA-805721,66 Edson Street,Ward 17
04/10/18,APPROVED,BOA-805724,68 Edson Street,Ward 17
04/10/18,APPROVED,BOA-787263,706-712 Huntington Avenue,Ward 10
04/10/18,APPROVED,BOA-614989,51 Humboldt Avenue,Ward 12
04/10/18,APPROVED,BOA-784713,20B-20C Hawthorne Street,Ward 11
04/10/18,APPROVED,BOA-791879,9 Mount Vernon Street,Ward 2
04/10/18,APPROVED,BOA-763031,101 Milton Avenue,Ward 18
04/10/18,APPROVED,BOA-642817,101A Morris Street,Ward 1
04/10/18,APPROVED,BOA-789344,366 Metropolitan Avenue,Ward 18
04/10/18,APPROVED,BOA-787977,173 Newbury Street,Ward 5
04/10/18,APPROVED,BOA-787978,173 Newbury Street,Ward 5
04/10/18,APPROVED,BOA-786983,51 Oakton Avenue,Ward 16
04/10/18,APPROVED,BOA-799937,76 Peterborough Street,Ward 5
04/10/18,APPROVED,BOA-799938,72 Peterborough Street,Ward 5
04/10/18,APPROVED,BOA-787903,29 Pinehurst Street,Ward 20
04/10/18,APPROVED,BOA-798051,54 P Street,Ward 6
04/10/18,APPROVED,BOA-777068,245 Sumner Street,Ward 1
04/10/18,APPROVED,BOA-662260,20R Spring Park Avenue,Ward 19
04/10/18,APPROVED,BOA-788942,134 Saint Botolph Street,Ward 4
04/10/18,APPROVED,BOA-796983,397 West Broadway,Ward 6
04/10/18,APPROVED,BOA-783401,166 West Brookline Street,Ward 4
04/10/18,APPROVED,BOA-783399,166 West Brookline Street,Ward 4
04/10/18,DENIED,BOA-712439,82 Kemble Street,Ward 8
04/10/18,DENIED,BOA-789416,75-77 Sunnyside Street,Ward 18
03/27/18,APPROVED,BOA-773296,41 Aldworth Street,Ward 19
03/27/18,APPROVED,BOA-726332,4-6 Auckland Street,Ward 13
03/27/18,APPROVED,BOA-568241,246 Boston Street,Ward 7
03/27/18,APPROVED,BOA-756999,71-73 Brookley Road,Ward 11
03/27/18,APPROVED,BOA-780523,28 Brier Road,Ward 20
03/27/18,APPROVED,BOA-768065,5 Belmore Terrace,Ward 19
03/27/18,APPROVED,BOA-543185,344 Bremen Street,Ward 1
03/27/18,APPROVED,BOA-777449,606-610 Centre Street,Ward 19
03/27/18,APPROVED,BOA-790018,5 Crockett Avenue,Ward 16
03/27/18,APPROVED,BOA-792717,262 Commonwealth Avenue,Ward 5
03/27/18,APPROVED,BOA-781815,50 Clapp Street,Ward 7
03/27/18,APPROVED,BOA-787244,1410 Columbia Road,Ward 7
03/27/18,APPROVED,BOA-798880,23 Everett Street,Ward 1
03/27/18,APPROVED,BOA-786275,53 G Street,Ward 7
03/27/18,APPROVED,BOA-774880,123 G Street,Ward 7
03/27/18,APPROVED,BOA-782692,2-6 Hancock Street,Ward 13
03/27/18,APPROVED,BOA-774887,4 Jason Terrace,Ward 7
03/27/18,APPROVED,BOA-792516,202 L Street,Ward 7
03/27/18,APPROVED,BOA-770599,85 Maryknoll Street,Ward 17
03/27/18,APPROVED,BOA-796979,30 Milton Avenue,Ward 17
03/27/18,APPROVED,BOA-755158,151-153 Meridian Street,Ward 1
03/27/18,APPROVED,BOA-784868,10 Newbury Street,Ward 20
03/27/18,APPROVED,BOA-769668,314 Newbury Street,Ward 5
03/27/18,APPROVED,BOA-782804,163 O Street,Ward 6
03/27/18,APPROVED,BOA-786872,53 Orchardfield Street,Ward 15
03/27/18,APPROVED,BOA-791478,50-52 Peacevale Road,Ward 17
03/27/18,APPROVED,BOA-789980,107 Pembroke Street,Ward 4
03/27/18,APPROVED,BOA-789984,107 Pembroke Street,Ward 4
03/27/18,APPROVED,BOA-793541,21 Peverell Street,Ward 13
03/27/18,APPROVED,BOA-791775,1208D VFW Parkway,Ward 20
03/27/18,APPROVED,BOA-791773,1280VFW Parkway,Ward 20
03/27/18,APPROVED,BOA-791768,1208C VFW Parkway,Ward 20
03/27/18,APPROVED,BOA-773901,1465 VFW Parkway,Ward 20
03/27/18,APPROVED,BOA-791477,15-15A Whitman Street,Ward 17
03/27/18,APPROVED,BOA-786629,40 Westmoreland Street,Ward 7
03/27/18,APPROVED,BOA-779503,1156-1160 Washington Street,Ward 17
03/27/18,APPROVED,BOA-683450,15 Woolson Street,Ward 14
03/27/18,APPROVED,BOA-719968,7-9 Warner Street,Ward 14
03/27/18,DENIED,BOA-792532,23-25 Chestnut Square,Ward 19
03/27/18,DENIED,BOA-692075,37 Farragut Road,Ward 6
03/27/18,DENIED,BOA-685524,48 Green Street,Ward 19
03/27/18,DENIED,BOA-685526,50 Green Street,Ward 19
03/27/18,DENIED,BOA-794741,88-94 Lincoln Street,Ward 22
03/27/18,DENIED,BOA-789308,7-17 Melnea Cass BL,Ward 8
03/27/18,DENIED,BOA-669523,16 Nixon Street,Ward 16
03/27/18,DENIED,BOA-779358,29-31 Ward Street,Ward 7
03/06/18,APPROVED,BOA-796764,137 Amory Street,Ward 11
03/06/18,APPROVED,BOA-779371,191-195 Bowdoin Street,Ward 15
03/06/18,APPROVED,BOA-735866,383 Commonwealth Avenue,Ward 5
03/06/18,APPROVED,BOA-791475,91-99 Causeway Street,Ward 3
03/06/18,APPROVED,BOA-692756,2-4 Dolans Court,Ward 11
03/06/18,APPROVED,BOA-777937,62 Durnell Avenue,Ward 20
03/06/18,APPROVED,BOA-784142,283-285 Hanover Street,Ward 3
03/06/18,APPROVED,BOA-720018,182 Norfolk Avenue,Ward 8
03/06/18,APPROVED,BOA-786539,283 Old Colony Avenue,Ward 7
03/06/18,APPROVED,BOA-785983,58-60 Salem Street,Ward 3
03/06/18,APPROVED,BOA-781676,1027 Tremont Street,Ward 9
03/06/18,APPROVED,BOA-653417,258-262 Washington Street,Ward 14
03/06/18,APPROVED,BOA-766148,333 West Third Street,Ward 6
03/06/18,DENIED,BOA-773840,25 Alaric Street,Ward 20
03/06/18,DENIED,BOA-757965,712 East Sixth,Ward 6
03/06/18,DENIED,BOA-759845,167 Newbury Street,Ward 5
03/06/18,DENIED,BOA-553022,25 William T. Morrissey Blvd,Ward 13
02/27/18,APPROVED,BOA-783625,200-208 Adams Street,Ward 15
02/27/18,APPROVED,BOA-736923,41-43 Bearse Avenue,Ward 17
